userId,movieId,rating,rating_prediksi,K
1,1224,5.0,4.088853359636035,10
1,1920,4.0,2.8594610034955976,10
1,101,5.0,3.952615505736772,10
1,296,3.0,4.6904438989578665,10
1,356,4.0,4.010214381844502,10
1,1644,3.0,2.5532759338656263,10
1,2596,5.0,3.3564389798682153,10
1,1092,5.0,3.3236386790178587,10
1,661,5.0,3.4392728181382792,10
1,648,3.0,2.694200313511924,10
1,3147,5.0,4.04445100737649,10
1,3243,3.0,2.164787877779453,10
1,2991,5.0,3.4485677467746205,10
1,2616,4.0,3.0165720854192286,10
1,1804,5.0,2.0,10
1,1031,5.0,3.1122066285880376,10
1,2761,5.0,4.06671905320144,10
1,1042,4.0,2.720884237271542,10
1,1445,3.0,2.18770583972768,10
1,2959,5.0,4.604292543956885,10
1,480,4.0,3.9617091989363336,10
1,1030,3.0,2.7386371265762994,10
1,163,5.0,3.3852954650990155,10
1,2387,5.0,3.5767853326482992,10
1,590,4.0,4.040397766369332,10
1,1500,4.0,3.499128739807107,10
1,3034,5.0,3.166105475202871,10
1,1275,5.0,3.8145202121032735,10
1,1408,3.0,3.9795653550247923,10
1,1222,5.0,4.216047830854089,10
1,3176,1.0,2.921360314163075,10
1,3479,4.0,3.49677587576197,10
1,2366,4.0,3.5556753844359172,10
1,3671,5.0,3.6407053858624088,10
1,223,3.0,3.6218334190808856,10
1,349,4.0,3.0594094552347446,10
1,1029,5.0,3.342599161854279,10
1,919,5.0,3.2185865023451847,10
1,457,5.0,3.8509780154911377,10
1,1,4.0,3.6463948528007797,10
1,2993,5.0,3.3841936933544807,10
1,2657,3.0,3.2840313372058882,10
1,2899,5.0,4.389189189189189,10
1,3793,5.0,3.7963118118298675,10
1,2058,5.0,3.0354135679342265,10
1,2640,4.0,3.554252940751865,10
1,2139,5.0,3.3973236852402477,10
2,114060,2.0,3.5,10
2,46970,4.0,3.2010752918316285,10
2,8798,3.5,3.845787282179624,10
2,86345,4.0,4.116128647198784,10
2,74458,4.0,4.333660458884365,10
2,91658,2.5,4.05235563868422,10
3,688,0.5,2.3621802746752016,10
3,527,0.5,3.953199900277243,10
3,1263,0.5,3.817273243000887,10
3,2288,4.0,4.131278465683817,10
3,1302,0.5,3.618411447977658,10
3,7899,4.5,2.564516129032258,10
3,31,0.5,2.9907540158456585,10
3,3024,4.5,3.0,10
4,4260,2.0,3.5290697674418605,10
4,4896,4.0,3.663025965592445,10
4,1500,4.0,3.9164885779582663,10
4,1080,5.0,3.986142840434901,10
4,2843,5.0,3.329578404270388,10
