userId,movieId,rating,rating_prediksi,K
1,1224,5.0,3.995076445507416,5
1,1920,4.0,2.9021507555516934,5
1,101,5.0,4.049800569991408,5
1,296,3.0,4.589974093464408,5
1,356,4.0,4.396194448896755,5
1,1644,3.0,2.5971715189010554,5
1,2596,5.0,3.1971859218998877,5
1,1092,5.0,2.989004586640471,5
1,661,5.0,3.48448024028151,5
1,648,3.0,2.6825427962477173,5
1,3147,5.0,3.995704238612385,5
1,3243,3.0,2.1173174855379306,5
1,2991,5.0,3.7692575206525736,5
1,2616,4.0,2.985153955830497,5
1,1804,5.0,2.0,5
1,1031,5.0,3.2871373702937015,5
1,2761,5.0,3.8816105631737003,5
1,1042,4.0,2.9077670677939604,5
1,1445,3.0,2.18770583972768,5
1,2959,5.0,4.701736923879963,5
1,480,4.0,4.013565875573098,5
1,1030,3.0,2.782851016354423,5
1,163,5.0,3.0949304154038533,5
1,2387,5.0,3.5734237992603375,5
1,590,4.0,3.7081178077926475,5
1,1500,4.0,3.595496350670329,5
1,3034,5.0,3.394885221496544,5
1,1275,5.0,4.003893975232346,5
1,1408,3.0,4.207670500874453,5
1,1222,5.0,4.4940865153092355,5
1,3176,1.0,2.78608341897759,5
1,3479,4.0,3.606744801356012,5
1,2366,4.0,3.406499976377192,5
1,3671,5.0,3.4107487099944582,5
1,223,3.0,3.4710176884093267,5
1,349,4.0,3.204486957720658,5
1,1029,5.0,3.2042825365476877,5
1,919,5.0,2.7827861543372356,5
1,457,5.0,3.7105754661565995,5
1,1,4.0,3.5920519344793647,5
1,2993,5.0,3.2889213296181574,5
1,2657,3.0,2.6058263420238177,5
1,2899,5.0,4.389189189189189,5
1,3793,5.0,3.6008752998596125,5
1,2058,5.0,3.0999229122458885,5
1,2640,4.0,3.603354629719098,5
1,2139,5.0,3.292405295031429,5
2,114060,2.0,3.5,5
2,46970,4.0,3.2873678632688526,5
2,8798,3.5,3.996275884827588,5
2,86345,4.0,4.082490727995558,5
2,74458,4.0,4.359306282021932,5
2,91658,2.5,4.132961684749798,5
3,688,0.5,2.4027078146077128,5
3,527,0.5,4.1281030844461934,5
3,1263,0.5,3.839999437523169,5
3,2288,4.0,4.024877287410103,5
3,1302,0.5,3.7684220734407727,5
3,7899,4.5,2.564516129032258,5
3,31,0.5,2.8094876013348746,5
3,3024,4.5,3.0,5
4,4260,2.0,3.5290697674418605,5
4,4896,4.0,3.6315681649031704,5
4,1500,4.0,3.9399409868128057,5
4,1080,5.0,3.817181334668113,5
4,2843,5.0,3.3017580650806915,5
4,3176,4.0,3.9230439746185977,5
4,4002,3.0,3.8435971795215402,5
4,1250,5.0,4.459757540520563,5
4,4881,3.0,3.804816161246008,5
4,3255,4.0,3.289233959759712,5
4,126,1.0,2.1581137094227616,5
4,457,5.0,3.8461676031446883,5
4,2109,4.0,3.4288929492058307,5
4,759,3.0,4.0,5
4,1077,5.0,3.3417114979278204,5
4,1136,5.0,4.802474859689269,5
4,3408,4.0,3.646904438407535,5
4,1079,2.0,4.5714009818215136,5
4,450,2.0,3.316003736400864,5
4,1046,5.0,4.446288608080564,5
4,3060,4.0,3.33418933979571,5
4,898,5.0,4.616799680391744,5
4,345,4.0,3.7355399220493157,5
4,509,1.0,4.082849475191903,5
4,1225,4.0,4.9065820784004615,5
4,595,3.0,3.902093643052476,5
4,1266,4.0,4.610764092307022,5
4,2583,5.0,3.7348974502373404,5
4,2203,4.0,4.131357312578407,5
4,3033,4.0,3.169491530362074,5
4,2791,5.0,4.061926062570223,5
4,1597,1.0,3.3250661517752427,5
4,3204,4.0,3.4242597405545805,5
4,45,3.0,3.804749983818169,5
4,2324,1.0,3.71733953785114,5
4,1966,2.0,3.919391739120286,5
4,1834,5.0,3.743687110900768,5
4,1641,4.0,3.718513533054888,5
4,2204,5.0,3.566865654911506,5
4,2336,2.0,4.088611408501373,5
4,539,1.0,3.305437348569139,5
4,2926,5.0,3.135422886864511,5
4,608,5.0,4.817249390940961,5
4,1197,5.0,4.463218467118862,5
5,290,5.0,3.502327435124935,5
5,357,2.0,4.0,5
5,21,4.0,3.4132989166838925,5
5,36,4.0,3.9696309453963203,5
5,410,3.0,2.8302553671581627,5
5,266,1.0,3.632526760815694,5
5,380,2.0,4.196689226526259,5
5,110,4.0,4.620643962586604,5
5,153,3.0,3.0205271899851343,5
6,491,4.0,3.809725450542558,5
6,47,4.0,3.97133014192915,5
6,76,4.0,3.3762573958395388,5
6,509,3.0,2.9417660641280676,5
6,243,3.0,3.450199203187251,5
6,274,4.0,3.2376652604322755,5
6,110,5.0,4.420980305788653,5
6,588,5.0,4.0084277558045756,5
6,61,4.0,3.777430805120648,5
6,711,4.0,3.7802789881251972,5
6,212,4.0,2.5210647459580824,5
6,445,3.0,2.854762431663919,5
6,279,3.0,3.450199203187251,5
6,32,4.0,3.384979005413555,5
6,158,4.0,3.5834996373830434,5
6,65,3.0,3.325371372662384,5
6,21,2.0,3.4115504548133817,5
6,314,5.0,4.202446441559619,5
6,79,3.0,4.003066732148505,5
6,708,4.0,3.8189739787716803,5
6,349,5.0,3.5959026812756942,5
6,540,3.0,3.1848237474440966,5
6,539,3.0,3.7860116475642527,5
6,170,3.0,3.2264574080404125,5
6,881,3.0,1.8413572607779023,5
6,222,4.0,4.162844445251943,5
6,189,3.0,3.450199203187251,5
6,8,3.0,3.410680278885449,5
6,104,4.0,3.6813099461653596,5
6,382,3.0,3.2107160047090324,5
6,802,4.0,3.712560526795077,5
6,25,3.0,3.302514199229528,5
6,374,3.0,3.362449259681678,5
6,100,3.0,3.140256286213094,5
6,880,3.0,2.6645189624560253,5
6,700,4.0,2.903626083552658,5
6,26,4.0,3.782173901552073,5
6,380,4.0,3.0226054949559775,5
6,315,4.0,3.7812737985251323,5
6,415,4.0,2.604554082083124,5
6,168,5.0,3.4251579622823525,5
6,36,5.0,3.93151681308531,5
6,62,4.0,3.4364798573542883,5
6,177,3.0,2.2549513326775417,5
6,329,4.0,3.7785422439871414,5
6,516,4.0,3.019019918908876,5
6,412,3.0,3.482178745811169,5
6,888,3.0,0.5,5
6,161,3.0,3.973581293056735,5
6,497,3.0,4.572657709749638,5
6,647,4.0,3.1674652091140234,5
6,210,4.0,2.6965850830186278,5
6,171,3.0,4.133752347068846,5
6,230,5.0,3.379303890995276,5
6,348,3.0,2.536850379363914,5
6,344,3.0,2.0150879613213366,5
6,201,3.0,3.450199203187251,5
6,368,5.0,3.8092664137131584,5
6,370,4.0,3.6288787380894583,5
6,95,4.0,3.645705557679179,5
6,281,4.0,3.539791587095309,5
6,112,4.0,3.7496344985923584,5
6,416,3.0,2.2407519634856006,5
7,5349,3.5,2.9890703682016273,5
7,49824,3.0,3.577411626938868,5
7,2701,1.5,2.803461284381738,5
7,1240,5.0,3.7977996880865534,5
7,45499,4.0,3.4360788390984713,5
7,45730,0.5,3.0973538326895182,5
7,5816,4.5,3.635827031785025,5
7,58,3.0,3.1656998062285067,5
7,3977,2.5,3.118305727617964,5
7,2640,3.0,3.3178291311906323,5
7,45517,4.5,3.6401749856341663,5
7,8908,4.5,3.526367605302071,5
7,8665,3.5,4.208251449878389,5
7,2529,5.0,3.788720911837994,5
7,4995,4.5,3.9058203404962377,5
7,1219,5.0,3.4973106614297698,5
7,3916,4.0,3.7943929033456145,5
7,4874,3.0,3.586409898151977,5
7,33493,1.0,3.150380535393654,5
7,4246,2.0,3.4861183632231483,5
